Date,Team,Acquired,Relinquished,Notes
2007-07-12,Mavericks,. Devean George,,"re-signed unrestricted free agent to 1-year, $2.4M contract"
2007-07-13,Mavericks,. Jerry Stackhouse,,"re-signed unrestricted free agent to a 3-year, $21M contract"
2007-07-26,Mavericks,. Brandon Bass,,signed unrestricted free agent to a 2-year minimum contract
2007-07-26,Mavericks,. Nick Fazekas,,signed second round pick to a 2-year minimum contract
2007-08-03,Mavericks,,. Austin Croshere,lost unrestricted free agent (to Warriors)
2007-08-06,Mavericks,. Eddie Jones,,"signed unrestricted free agent to a 2-year, $4M contract"
2007-08-31,Mavericks,,. Pops Mensah-Bonsu,waived
2007-09-12,Mavericks,. Devin Harris,,"re-signed to a 5-year, $50M contract extension through 12-13"
2007-09-28,Mavericks,. Mario Elie,,hired as assistant coach
2000-02-14,Nets,,. Michael Cage,waived
2000-04-07,Nets,. Mark Hendrickson,,signed free agent to a 10-day contract
2000-04-26,Nets,,. Don Casey,fired as head coach
2000-05-03,Nets,,. Michael Rowe,resigned as president
2000-06-02,Nets,. Rod Thorn,,hired as president
2000-06-27,Nets,. Byron Scott,,"hired as head coach, signed to a reported 3-year, $6.3M contract with a 1-year team option"
2000-06-28,Nets,,. Jayson Williams,retired
2000-06-28,Nets,. Kenyon Martin Sr.,,2000 NBA draft first round pick (#1 overall)
2000-06-28,Nets,. Soumaila Samake,,2000 NBA draft second round pick (#36 overall)
2000-07-31,Nets,. Jayson Williams,,waived
2000-08-03,Nets,. Johnny Newman,,"signed free agent to a 2-year, $4.2M contract"
2000-08-05,Nets,. Aaron Williams,,"signed free agent (from Wizards) to a 6-year, $17M contract with player opt-out after 2004-05"
2000-08-11,Nets,. Kendall Gill,,"re-signed to a 1-year, $7M contract contract"
2000-08-22,Nets,. Kenyon Martin Sr.,,"signed first round pick to a 3-year, $11.4M contract with a fourth year, $5.1M team option"
2000-09-06,Nets,. Soumaila Samake,,signed second round pick to a 1-year contract with a 1-year team option
2000-09-14,Nets,,. Jim Lampariello,resigned as executive VP
2000-09-29,Nets,. Chris Robinson,,signed free agent to a $498.5K contract
2000-09-29,Nets,. Kevin Freeman,,signed free agent to a $317K contract
2000-09-29,Nets,. Peter Cornell,,signed free agent to a $317K contract
2000-09-29,Nets,. Stephen Jackson,,signed free agent to a $317K contract (date 10-02 per NBAReg)
2000-09-30,Nets,Adrian Autry,,signed free agent to a $317K contract
2000-10-03,Nets,. Kevin Ollie,,signed free agent to a $523.5K contract
2000-10-07,Nets,,. Peter Cornell,waived
2000-10-09,Nets,,Adrian Autry,waived
2000-10-25,Nets,,. Chris Robinson,waived
2000-10-30,Nets,,. Elliot Perry,waived
2000-10-30,Nets,,. Kevin Freeman,waived
2000-12-08,Nets,. Vladimir Stepania,,signed free agent to a veterans minimum contract (date 12-15 per P)
2000-12-15,Nets,,. Kevin Ollie,waived
2001-03-22,Nets,. Doug Overton,,signed free agent to a 10-day contract
2001-03-26,Nets,. Eddie Gill,,signed free agent to a 10-day contract (date 03-29 per NBAReg)
2001-03-26,Nets,. Mark Strickland,,signed free agent to a 10-day contract
2001-04-01,Nets,. Doug Overton,,re-signed to a second 10-day contract
2001-04-06,Nets,. Jamel Thomas,,signed free agent to a 10-day contract
2001-04-07,Nets,. Mark Strickland,,re-signed to a second 10-day contract
2001-04-08,Nets,. Eddie Gill,,re-signed to a second 10-day contract
2001-04-11,Nets,. Doug Overton,,re-resigned for the remainder of the season
2001-04-16,Nets,,. Jamel Thomas,"contract expired, player not re-signed"
2001-04-17,Nets,. Mark Strickland,,re-signed for the remainder of the season
2001-04-18,Nets,,. Eddie Gill,"contract expired, player not re-signed"
2001-06-27,Nets,. Eddie Griffin,,2001 NBA draft first round pick (#7 overall)
2001-06-27,Nets,. Brian Scalabrine,,2001 NBA draft second round pick (#35 overall)
2001-06-27,Nets,. rights to Richard Jefferson. rights to Jason Collins. rights to Brandon Armstrong,. rights to Eddie Griffin,trade with Rockets
2001-07-13,Nets,. Brandon Armstrong,,"signed first round pick to a 3-year, $2.8M contract with a fourth year, $1.7M team option"
2001-07-13,Nets,. Jason Collins,,"signed first round pick to a 3-year, $3.4M contract with a fourth year, $1.9M team option"
2001-07-13,Nets,. Richard Jefferson,,"signed first round pick to a 3-year, $4.4M contract with a fourth year, $2.3M team option"
2001-07-18,Nets,. Jason Kidd. Chris Dudley,. Stephon Marbury. Johnny Newman. Soumaila Samake,trade with Suns
2001-07-19,Nets,. Todd MacCulloch,,"signed restricted free agent (from 76ers) to a 6-year, $33.7M contract"
2001-08-02,Nets,,. Stephen Jackson,lost free agent (to Spurs)
2001-08-05,Nets,,. Kendall Gill,lost free agent (to Heat)
2005-09-30,Nets,. Adam Chubb,,signed free agent
2005-09-30,Nets,. Arthur Johnson,,signed free agent
2005-09-30,Nets,. Derrick Zimmerman,,signed free agent
2005-09-30,Nets,. Ricky Shields,,signed free agent
2005-09-30,Nets,. Ben Handlogten,,signed free agent (from Jazz)
2005-10-03,Nets,,. Awvee Storey,lost free agent (to Wizards)
2005-10-03,Nets,,. Billy Thomas,lost free agent (to Wizards)
2005-10-24,Nets,,. Adam Chubb,waived
2005-10-24,Nets,,. Arthur Johnson,waived
2005-10-24,Nets,,. Ricky Shields,waived
2005-10-27,Nets,,. Derrick Zimmerman,waived
2005-10-31,Nets,,. Gordon Chiesa,resigned as assistant coach
2005-10-31,Nets,. Zoran Planinic,,team exercised contract option through 2006-07
2005-11-08,Nets,,. Ben Handlogten,waived
2005-11-15,Nets,. Jim Sann / Jimmy Sann,,"hired as assistant coach (associate coach per E, coaching associate per SN)"
2006-02-23,Nets,. Bostjan Nachbar,. Marc Jackson. Linton Johnson III. cash,trade with Hornets
2006-04-18,Nets,. Derrick Zimmerman,,signed free agent for the remainder of the season
2006-04-18,Nets,. John Thomas,,signed free agent for the remainder of the season
2006-06-06,Nets,. Lawrence Frank,,team exercised contract option on head coach for 2007-08
2006-06-26,Nets,. Jeff McInnis,,player exercised contract option for 2006-07
2006-06-28,Nets,. Josh Boone,,2006 NBA draft first round pick (#23 overall)
2006-06-28,Nets,. Marcus Williams (D.),,2006 NBA draft first round pick (#22 overall)
2006-06-28,Nets,. Hassan Adams,,2006 NBA draft second round pick (#54 overall)
2006-06-30,Nets,,. Clifford Robinson (R.),"team declined to exercise contract option, making player a free agent"
2006-06-30,Nets,,. Scott Padgett,waived
2006-07-12,Nets,,. Jacque Vaughn,lost unrestricted free agent (to Spurs)
2006-07-12,Nets,. Josh Boone,,"signed first round pick to a 2-year, $2.2M contract with a 2-year, $3.3M team option"
2006-07-12,Nets,. Marcus Williams (D.),,"signed first round pick to a 2-year, $2.3M contract with a 2-year, $3.3M team option"
2006-07-27,Nets,. Mikki Moore,. 2009 second round pick (#40-Derrick Brown),trade with Sonics
2006-07-31,Nets,. Bobby Marks,,promoted to VP of basketball operations
2006-08-11,Nets,,. Zoran Planinic,waived
2006-08-11,Nets,. Clifford Robinson (R.),,"re-signed unrestricted free agent to a 2-year, $3.5M contract (second year is player option)"
2006-08-11,Nets,. Eddie House,,"signed unrestricted free agent to a 2-year, $1.4M contract"
2006-09-11,Nets,. Mile Ilic,,"signed 2005 second round pick to a 2-year, $1.65M contract"
2006-09-14,Nets,. Matt Reicher,,promoted to assistant trainer / equipment manager
2006-09-14,Nets,. Pete Williams,,promoted to video coordinator
2006-09-14,Nets,. Ryan Krueger,,promoted to assistant coach
2006-09-27,Nets,. Hassan Adams,,signed second round pick
2006-09-28,Nets,. Jay Williams,,signed free agent to a non-guaranteed contract
2006-10-02,Nets,. Awvee Storey,,signed free agent (from Wizards)
2006-10-02,Nets,. Brandon Bowman,,signed free agent
2006-10-02,Nets,. Darvin Ham,,signed free agent (from Pistons)
2006-10-02,Nets,. Matt Walsh,,signed free agent
2006-10-10,Nets,,. Lamond Murray,lost unrestricted free agent (to Clippers)
2006-10-18,Nets,,. Brandon Bowman,waived
2006-10-22,Nets,,. Jay Williams,waived
2006-10-26,Nets,,. Awvee Storey,waived
2006-10-26,Nets,,. Matt Walsh,waived
2006-10-27,Nets,. Antoine Wright,,team exercised contract option through 2007-08
2006-10-27,Nets,. Nenad Krstic,,team exercised contract option through 2007-08
2006-10-30,Nets,,. Darvin Ham,waived
2007-01-03,Nets,. Bernard Robinson,. Jeff McInnis. cash,trade with Bobcats
2007-05-23,Nets,. Jeff Gewirtz,,hired as VP & general cousel
2007-06-28,Nets,. Sean Williams,,2007 NBA draft first round pick (#17 overall)
2007-06-30,Nets,,. Vince Carter,"player exercised early termination option on contract, making him an unrestricted free agent"
2007-07-01,Nets,. Vince Carter,,"reportedly agreed to terms with unrestricted free agent on a 4-year, $61M contract with a 1-year team option"
2007-07-09,Nets,. Sean Williams,,"signed first round pick to a 2-year, $2.9M contract with a 2-year, $4.1M team option"
2007-07-13,Nets,,. Clifford Robinson (R.),waived
2007-07-13,Nets,. Vince Carter,,"re-signed unrestricted free agent to a 4-year, $61.8M contract with a 1-year team option"
2007-07-13,Nets,,. Mikki Moore,lost unrestricted free agent (to Kings)
2007-07-14,Nets,,. Hassan Adams,waived
2007-07-14,Nets,. Jamaal Magloire,,reportedly reached agreement with free agent (from Blazers)
2007-07-17,Nets,. Jamaal Magloire,,"signed unrestricted free agent (from Blazers) to a 1-year, $4M contract"
2007-07-23,Nets,. Lawrence Frank,,re-signed as head coach to a 2-year contract extension through 2009-10
2007-08-01,Nets,,. Eddie House,lost unrestricted free agent (to Celtics)
2007-08-02,Nets,. Brian Hill,,hired as assistant coach
2007-08-08,Nets,. John Zisa,,promoted to basketball operations assistant
2007-08-08,Nets,. Zach Kurtin,,promoted to basketball operations coordinator
2007-08-16,Nets,. Robert Hite,,signed free agent to a 1-year minimum contract
2007-09-10,Nets,. Malik Allen,,signed unrestricted free agent (from Bulls) to a 1-year contract
2007-10-01,Nets,. Eddie Gill,,signed free agent (from Pacers)
2007-10-01,Nets,. Jumaine Jones,,signed unrestricted free agent (from Suns)
2007-10-01,Nets,. Mateen Cleaves,,signed free agent
2007-10-01,Nets,. Rod Benson,,signed free agent
2007-10-05,Nets,. Darrell Armstrong,,signed free agent
2007-10-14,Nets,,. Rod Benson,waived
2007-10-23,Nets,,. Jumaine Jones,waived
2007-10-24,Nets,,. Mateen Cleaves,waived
2007-10-25,Nets,,. Eddie Gill,waived
2007-10-26,Nets,,. Antoine Wright,team declined contract option for 2008-09
2007-10-28,Nets,,. Robert Hite,waived
2007-10-29,Nets,. David Wesley,. Bernard Robinson. Mile Ilic. cash,trade with Hornets
2007-10-29,Nets,. Josh Boone,,team exercised contract option through 2008-09
2007-10-29,Nets,. Marcus Williams (D.),,team exercised contract option through 2008-09
2007-10-31,Nets,,. David Wesley,waived
2007-11-15,Nets,. Eddie Gill,,signed free agent
2007-12-04,Nets,,. Ed Stefanski,resigned as general manager (date approximate)
2007-12-12,Nets,,. Eddie Gill,waived
2007-12-23,Nets,. Billy Thomas,,signed free agent
2007-12-31,Nets,. Kiki Vandeweghe,,hired as special assistant to the president
2008-01-07,Nets,,. Billy Thomas,waived
2008-02-04,Nets,. Stromile Swift,. Jason Collins. cash,trade with Grizzlies
2008-02-19,Nets,. Devin Harris. DeSagana Diop. Trenton Hassell. Maurice Ager. Keith Van Horn. 2008 first round pick (lottery protected) (#21-Ryan Anderson). 2010 first round pick (#27-Jordan Crawford). $3M cash considerations,. Jason Kidd. Malik Allen. Antoine Wright,trade with Mavericks
2008-02-22,Nets,,. Jamaal Magloire,waived
2008-05-08,Nets,. Kiki Vandeweghe,,promoted to GM
2008-06-23,Nets,. Doug Overton,,hired as assistant coach
2008-06-26,Nets,. Yi Jianlian / Jianlian Yi. Bobby Simmons,. Richard Jefferson,trade with Bucks
2008-06-26,Nets,. Brook Lopez,,2008 NBA draft first round pick (#10 overall)
2008-06-26,Nets,. Ryan Anderson,,2008 NBA draft first round pick (#21 overall)
2008-06-26,Nets,. Chris Douglas-Roberts,,2008 NBA draft second round pick (#40 overall)
2008-06-27,Nets,. Nenad Krstic,,"team tendered qualifying offer, making player a restricted free agent"
2008-07-02,Nets,. Brook Lopez,,signed first round pick
2008-07-02,Nets,. Ryan Anderson,,signed first round pick
2008-07-09,Nets,. Chris Douglas-Roberts,,signed second round pick
2008-07-09,Nets,,. DeSagana Diop,lost free agent (to Mavericks)
2008-07-11,Nets,. Eduardo Najera,,"signed unrestricted free agent (from Nuggets) to a 4-year, $12M contract"
2008-07-11,Nets,. Jarvis Hayes,,"signed unrestricted free agent (from Pistons) to a 2-year, $4M contract"
2008-07-21,Nets,. Keyon Dooling,. cash considerations,trade with Magic
2008-07-22,Nets,". 2011 first round pick (protected top 14 in 2011, top 11 in 2012, top 10 in 2013, else 2013 second round pick and 2015 second round pick) (?-?)",. Marcus Williams (D.),trade with Warriors - NOTE: this trade was later restructured
2008-07-27,Nets,,. Bostjan Nachbar,signed as a free agent with Dynamo Moscow of the Russian League
2008-07-29,Nets,,. Nenad Krstic,signed with Russian team Triumph Moscow
2008-07-30,Nets,. Roy Rogers,,hired as assistant coach
2008-09-24,Nets,. Gregg Polinsky,,promoted to director of player personnel
2008-09-27,Nets,. Brian Hamilton,,signed free agent
2008-09-27,Nets,. Eddie Gill,,signed free agent
2008-09-27,Nets,. Julius Hodge,,signed free agent
2008-09-27,Nets,. Awvee Storey,,signed free agent (from Bucks)
2008-10-06,Nets,,. Awvee Storey,waived
2008-10-23,Nets,,. Brian Hamilton,waived
2008-10-23,Nets,,. Eddie Gill,waived
2008-10-23,Nets,,. Julius Hodge,waived
2008-10-23,Nets,,. Keith Van Horn,waived
2008-10-23,Nets,. Josh Boone,,team exercised contract option through 2009-10
2008-10-23,Nets,. Yi Jianlian / Jianlian Yi,,team exercised contract option through 2009-10
2008-10-30,Nets,,. Maurice Ager,team declined contract option for 2009-10
2008-10-30,Nets,. Sean Williams,,team exercised contract option through 2009-10
2008-12-30,Nets,,. Nenad Krstic,lost restricted free agent (declined to match Thunders offer sheet)
2009-03-01,Nets,,. Stromile Swift,waived
2009-06-25,Nets,. Rafer Alston. Tony Battie. Courtney Lee,. Vince Carter. Ryan Anderson,trade with Magic
2009-06-25,Nets,. Terrence Williams,,2009 NBA draft first round pick (#11 overall)
2009-06-29,Nets,. Jarvis Hayes,,team exercised contract option through 2009-10
2009-07-01,Nets,,. Maurice Ager,player became an unrestricted free agent
2009-07-06,Nets,. Terrence Williams,,"signed first round pick to a 2-year, $4.3M contract with a 2-year, $5.5M team option"
2009-09-03,Nets,. John Loyer,,hired as assistant coach
2009-09-23,Nets,. Mikhail Prokhorov,,agreed to transfer of 80% ownership for reported $200M
2009-09-29,Nets,". 2011 second round pick (#41-Darius Morris). 2012 first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick and 2016 second round pick) (2013 #21-Gorgui Dieng)",. Marcus Williams (D.),restructuring of earlier trade with Warriors
2009-09-30,Nets,. Bennet Davis,,signed free agent (date approximate)
2009-09-30,Nets,. Brian Hamilton,,signed free agent (date approximate)
2009-10-04,Nets,. Will Blalock,,signed free agent (date approximate)
2009-10-22,Nets,,. Bennet Davis,waived
2009-10-22,Nets,,. Brian Hamilton,waived
2009-10-22,Nets,,. Will Blalock,waived
2009-10-29,Nets,,. Sean Williams,team declined contract option for 2010-11
2009-10-29,Nets,. Brook Lopez,,team exercised contract option through 2010-11
2009-10-29,Nets,. Courtney Lee,,team exercised contract option through 2010-11
2009-10-29,Nets,. Yi Jianlian / Jianlian Yi,,team exercised contract option through 2010-11
2009-11-29,Nets,,. Lawrence Frank,fired as head coach
2009-11-29,Nets,. Tom Barrise,,promoted to interim head coach
2009-11-30,Nets,. Del Harris,,hired as assistant coach
2009-11-30,Nets,. Kiki Vandeweghe,,hired as head coach (in addition to GM) for the remainder of the season
2010-01-05,Nets,,. Rafer Alston,waived / renounced rights (reached buyout agreement)
2010-01-05,Nets,. Chris Quinn. 2012 second round pick (#57-Ilkan Karaman),. 2010 second round pick (protected top 50) (not exercised),trade with Heat
2010-01-11,Nets,,. Sean Williams,waived
2010-01-11,Nets,. Kris Humphries. Shawne Williams,. Eduardo Najera,trade with Mavericks
2010-01-15,Nets,,. Shawne Williams,waived
2010-01-18,Nets,. Jim Sann / Jimmy Sann,,hired as assistant coach
2010-01-18,Nets,. Tom Barrise,,reassigned to special assistant to the team president
2010-02-02,Nets,,. Del Harris,resigned as assistant coach
2010-05-11,Nets,. Mikhail Prokhorov,,transfer of ownership approved by NBA Board of Governors
